,isFaculty,isStaff,isStudent,building,buildingKey,room,comfort,quarter,timestamp,activity,clothing
0,FALSE,False,True,Giedt Hall,DV-01-001586,1003,Chilly,fall2014,Sat Nov 01 2014 11:50:00 GMT-0700 (PDT),,
1,FALSE,False,True,Tercero Community,DV-01-000536,410a,Warm,fall2014,Sat Nov 01 2014 12:15:00 GMT-0700 (PDT),,
2,FALSE,False,False,Regan Main,DV-01-000348,"Paloma building,210A",Cold,fall2014,Sat Nov 01 2014 14:04:00 GMT-0700 (PDT),,
3,FALSE,False,True,Segundo Miller,DV-01-001564,420,Cold,fall2014,Sat Nov 01 2014 14:44:00 GMT-0700 (PDT),,
4,FALSE,False,True,Memorial Union,DV-01-000152,Market Place,Perfect,fall2014,Sat Nov 01 2014 16:38:00 GMT-0700 (PDT),,
5,FALSE,False,True,Segundo North - Henry Alder Hall,DV-01-001562,407A,Hot,fall2014,Sat Nov 01 2014 16:48:00 GMT-0700 (PDT),,
6,FALSE,True,True,Segundo Services Center,DV-01-001811,,Perfect,fall2014,Sat Nov 01 2014 20:59:00 GMT-0700 (PST),,
7,FALSE,True,True,Activities and Recreation Center,DV-01-001559,,Chilly,fall2014,Sat Nov 01 2014 20:44:00 GMT-0700 (PST),,
8,FALSE,False,True,Chemistry,DV-01-000453,179,Cold,fall2014,Sun Nov 02 2014 00:37:00 GMT-0700 (PST),,
9,FALSE,True,True,Young Hall,DV-01-000058,198,Cold,fall2014,Sat Nov 01 2014 13:25:00 GMT-0700 (PDT),,
10,FALSE,False,True,Valley Hall,DV-01-001581,2062,Cold,fall2014,Sun Nov 02 2014 11:31:00 GMT-0800 (PST),,
11,FALSE,False,True,Kemper Hall,DV-01-001040,67,Cold,fall2014,Sun Nov 02 2014 08:00:00 GMT-0800 (PST),,
12,FALSE,False,True,Valley Hall,DV-01-001581,2062,Cold,fall2014,Sun Nov 02 2014 11:32:00 GMT-0800 (PST),,
13,FALSE,False,True,Chemistry,DV-01-000453,,Cold,fall2014,Sat Nov 01 2014 20:39:00 GMT-0700 (PST),,
14,FALSE,False,True,Segundo Bixby,DV-01-000203,509A,Cold,fall2014,Sun Nov 02 2014 12:30:00 GMT-0800 (PST),,
15,FALSE,False,False,Earth and Physical Sciences Building,DV-01-001762,2314,Warm,fall2014,Sun Nov 02 2014 12:17:00 GMT-0800 (PST),,
16,FALSE,False,True,Regan Nova,DV-01-000351,309B,Cold,fall2014,Sun Nov 02 2014 12:55:00 GMT-0800 (PST),,
17,FALSE,False,True,Valley Hall,DV-01-001581,2062,Chilly,fall2014,Sun Nov 02 2014 08:52:00 GMT-0800 (PST),,
18,FALSE,False,True,Chemistry,DV-01-000453,174,Cold,fall2014,Sun Nov 02 2014 14:04:00 GMT-0800 (PST),,
19,FALSE,False,True,Bainer Hall,DV-01-000462,,Chilly,fall2014,Sat Nov 01 2014 11:33:00 GMT-0700 (PDT),,
20,FALSE,True,True,Regan Indio,DV-01-000354,207A,Chilly,fall2014,Sun Nov 02 2014 13:06:00 GMT-0800 (PST),,
21,FALSE,False,True,Shields Library,DV-01-000056,24 hrs Study Room,Cold,fall2014,Sun Nov 02 2014 14:26:00 GMT-0800 (PST),,
22,FALSE,False,True,Tercero Community,DV-01-000536,,Cold,fall2014,Sat Nov 01 2014 12:22:00 GMT-0700 (PDT),,
23,FALSE,False,True,Shields Library,DV-01-000056,Computer Lab,Perfect,fall2014,Sun Nov 02 2014 13:31:00 GMT-0800 (PST),,
24,FALSE,False,True,Segundo North - Henry Alder Hall,DV-01-001562,417A,Cold,fall2014,Sun Nov 02 2014 15:48:00 GMT-0800 (PST),,
25,FALSE,False,True,Regan Main,DV-01-000348,"Paloma,210",Cold,fall2014,Sat Nov 01 2014 10:08:00 GMT-0700 (PDT),,
26,FALSE,False,True,Giedt Hall,DV-01-001586,1007,Chilly,fall2014,Sat Nov 01 2014 11:50:00 GMT-0700 (PDT),,
27,FALSE,False,True,Segundo North - Henry Alder Hall,DV-01-001562,417A,Cold,fall2014,Sun Nov 02 2014 15:49:00 GMT-0800 (PST),,
28,FALSE,True,True,Giedt Hall,DV-01-001586,1002,Perfect,fall2014,Sun Nov 02 2014 14:05:00 GMT-0800 (PST),,
29,FALSE,False,True,Student Community Center,DV-01-001828,Computer Lab,Cold,fall2014,Sun Nov 02 2014 18:55:00 GMT-0800 (PST),,
30,FALSE,False,True,Segundo Bixby,DV-01-000203,306A,Cold,fall2014,Sun Nov 02 2014 20:08:00 GMT-0800 (PST),,
31,FALSE,False,True,Social Sciences & Humanities,DV-01-001066,1000,Hot,fall2014,Sun Nov 02 2014 21:08:00 GMT-0800 (PST),,
32,FALSE,False,True,Kearney Hall,DV-01-001570,422,Perfect,fall2014,Sun Nov 02 2014 17:50:00 GMT-0800 (PST),,
33,FALSE,False,False,Shields Library,DV-01-000056,main reading room,Chilly,fall2014,Sun Nov 02 2014 22:38:00 GMT-0800 (PST),,
34,FALSE,False,True,Segundo Ryerson,DV-01-000279,411,Cold,fall2014,Sun Nov 02 2014 15:56:00 GMT-0800 (PST),,
35,FALSE,False,False,Chemistry,DV-01-000453,,Hot,fall2014,Sun Nov 02 2014 22:39:00 GMT-0800 (PST),,
36,FALSE,False,True,Activities and Recreation Center,DV-01-001559,,Perfect,fall2014,Sun Nov 02 2014 16:47:00 GMT-0800 (PST),,
37,FALSE,False,True,Tercero Campbell,DV-01-001824,17A,Perfect,fall2014,Sun Nov 02 2014 23:23:00 GMT-0800 (PST),,
38,FALSE,False,True,Tercero Wall,DV-01-001823,321,Cold,fall2014,Sun Nov 02 2014 23:41:00 GMT-0800 (PST),,
39,FALSE,False,True,Haring Hall,DV-01-000098,,Chilly,fall2014,Sun Nov 02 2014 17:50:00 GMT-0800 (PST),,
40,FALSE,False,True,Tercero Potter,DV-01-001825,350,Cold,fall2014,Mon Nov 03 2014 01:16:00 GMT-0800 (PST),,
41,FALSE,False,True,Memorial Union,DV-01-000152,,Cold,fall2014,Mon Nov 03 2014 00:14:00 GMT-0800 (PST),,
42,FALSE,False,True,Tercero Potter,DV-01-001825,220,Chilly,fall2014,Sun Nov 02 2014 21:09:00 GMT-0800 (PST),,
43,FALSE,False,True,Mathematical Sciences Building,DV-01-001573,1117,Warm,fall2014,Mon Nov 03 2014 09:00:00 GMT-0800 (PST),,
44,FALSE,False,True,Giedt Hall,DV-01-001586,1001,Perfect,fall2014,Mon Nov 03 2014 09:36:00 GMT-0800 (PST),,
45,FALSE,False,True,Everson Hall,DV-01-000134,176,Warm,fall2014,Sun Nov 02 2014 21:09:00 GMT-0800 (PST),,
46,FALSE,True,True,Memorial Union,DV-01-000152,Griffin Lounge,Perfect,fall2014,Mon Nov 03 2014 10:06:00 GMT-0800 (PST),,
47,FALSE,False,True,Olson Hall,DV-01-000290,6,Hot,fall2014,Mon Nov 03 2014 10:04:00 GMT-0800 (PST),,
48,FALSE,True,True,Voorhies Hall,DV-01-000195,176,Warm,fall2014,Mon Nov 03 2014 08:51:00 GMT-0800 (PST),,
49,FALSE,False,True,Regan Paloma,DV-01-000353," Regan Hall,210A",Cold,fall2014,Mon Nov 03 2014 09:43:00 GMT-0800 (PST),,
50,FALSE,False,True,Segundo Ryerson,DV-01-000279,210,Cold,fall2014,Mon Nov 03 2014 10:31:00 GMT-0800 (PST),,
51,FALSE,False,True,Regan Campo,DV-01-000349,203A,Chilly,fall2014,Mon Nov 03 2014 10:35:00 GMT-0800 (PST),,
52,FALSE,False,True,Segundo North - Henry Alder Hall,DV-01-001562,311,Perfect,fall2014,Mon Nov 03 2014 00:13:00 GMT-0800 (PST),,
53,FALSE,False,True,Haring Hall,DV-01-000098,2016,Perfect,fall2014,Mon Nov 03 2014 11:04:00 GMT-0800 (PST),,
54,FALSE,True,True,Tercero 3 Bldg 2 - Scrub Oak,DV-01-001921,,Cold,fall2014,Mon Nov 03 2014 08:30:00 GMT-0800 (PST),,
55,FALSE,True,True,Sciences Lab Lecture Hall,DV-01-001554,123,Perfect,fall2014,Mon Nov 03 2014 10:58:00 GMT-0800 (PST),,
56,FALSE,False,True,Wellman Hall,DV-01-000643,226,Hot,fall2014,Mon Nov 03 2014 11:03:00 GMT-0800 (PST),,
57,FALSE,False,True,Student Community Center,DV-01-001828,Reflection Room,Perfect,fall2014,Mon Nov 03 2014 09:53:00 GMT-0800 (PST),,
58,FALSE,True,True,Academic Surge Building,DV-01-001032,188,Perfect,fall2014,Mon Nov 03 2014 10:55:00 GMT-0800 (PST),,
59,FALSE,False,True,Tercero 3 Bldg 6 - Mahogany,DV-01-001925,,Cold,fall2014,Mon Nov 03 2014 11:22:00 GMT-0800 (PST),,
60,FALSE,False,True,Sciences Lab Lecture Hall,DV-01-001554,123,Cold,fall2014,Mon Nov 03 2014 11:53:00 GMT-0800 (PST),,
61,FALSE,False,True,Sciences Lab Lecture Hall,DV-01-001554,123,Cold,fall2014,Mon Nov 03 2014 11:52:00 GMT-0800 (PST),,
62,FALSE,False,True,Regan Campo,DV-01-000349,203,Chilly,fall2014,Mon Nov 03 2014 13:11:00 GMT-0800 (PST),,
63,FALSE,False,True,Silo,DV-01-000002,,Perfect,fall2014,Mon Nov 03 2014 12:43:00 GMT-0800 (PST),,
64,FALSE,False,True,Haring Hall,DV-01-000098,1204,Hot,fall2014,Mon Nov 03 2014 09:53:00 GMT-0800 (PST),,
65,FALSE,True,True,Haring Hall,DV-01-000098,1204,Hot,fall2014,Mon Nov 03 2014 13:11:00 GMT-0800 (PST),,
66,FALSE,False,True,Student Community Center,DV-01-001828,Lobby,Perfect,fall2014,Mon Nov 03 2014 13:24:00 GMT-0800 (PST),,
67,FALSE,False,False,Student Community Center,DV-01-001828,,Perfect,fall2014,Mon Nov 03 2014 13:52:00 GMT-0800 (PST),,
68,FALSE,True,True,Tercero Community,DV-01-000536,Tercero Acadenic Advising Center,Cold,fall2014,Mon Nov 03 2014 12:12:00 GMT-0800 (PST),,
69,FALSE,False,True,Hutchison Hall,DV-01-000287,93,Warm,fall2014,Mon Nov 03 2014 14:18:00 GMT-0800 (PST),,
70,FALSE,False,True,Tercero 3 Bldg 2 - Scrub Oak,DV-01-001921,304A ,Perfect,fall2014,Mon Nov 03 2014 14:00:00 GMT-0800 (PST),,
71,FALSE,False,True,Haring Hall,DV-01-000098,1204,Hot,fall2014,Mon Nov 03 2014 11:17:00 GMT-0800 (PST),,
72,FALSE,True,True,Bainer Hall,DV-01-000462,1130,Chilly,fall2014,Mon Nov 03 2014 14:43:00 GMT-0800 (PST),,
73,FALSE,False,False,Bainer Hall,DV-01-000462,1065,Hot,fall2014,Mon Nov 03 2014 14:26:00 GMT-0800 (PST),,
74,FALSE,True,True,Shields Library,DV-01-000056,,Warm,fall2014,Mon Nov 03 2014 14:59:00 GMT-0800 (PST),,
75,FALSE,False,True,Regan Nova,DV-01-000351,212A,Chilly,fall2014,Mon Nov 03 2014 15:45:00 GMT-0800 (PST),,
76,FALSE,False,True,Olson Hall,DV-01-000290,27,Chilly,fall2014,Mon Nov 03 2014 15:55:00 GMT-0800 (PST),,
77,FALSE,False,True,Regan Nova,DV-01-000351,212A,Chilly,fall2014,Mon Nov 03 2014 15:45:00 GMT-0800 (PST),,
78,FALSE,False,False,Memorial Union,DV-01-000152,Coho,Chilly,fall2014,Mon Nov 03 2014 16:34:00 GMT-0800 (PST),,
79,FALSE,False,True,Memorial Union,DV-01-000152,griffin lounge,Cold,fall2014,Mon Nov 03 2014 14:41:00 GMT-0800 (PST),,
80,FALSE,False,True,Segundo Gilmore,DV-01-000202,208,Chilly,fall2014,Mon Nov 03 2014 16:12:00 GMT-0800 (PST),,
81,FALSE,False,True,Veihmeyer Hall,DV-01-000093,212,Hot,fall2014,Mon Nov 03 2014 17:23:00 GMT-0800 (PST),,
82,FALSE,False,True,Segundo Gilmore,DV-01-000202,208A,Cold,fall2014,Mon Nov 03 2014 17:29:00 GMT-0800 (PST),,
83,FALSE,False,True,Shields Library,DV-01-000056,,Chilly,fall2014,Mon Nov 03 2014 17:42:00 GMT-0800 (PST),,
84,FALSE,False,True,Shields Library,DV-01-000056,90A,Warm,fall2014,Mon Nov 03 2014 17:40:00 GMT-0800 (PST),,
85,FALSE,False,True,Regan Campo,DV-01-000349,203A,Cold,fall2014,Mon Nov 03 2014 17:56:00 GMT-0800 (PST),,
86,FALSE,True,True,Memorial Union,DV-01-000152,349,Chilly,fall2014,Mon Nov 03 2014 13:55:00 GMT-0800 (PST),,
87,FALSE,False,True,Sciences Lab Building,DV-01-001553,,Cold,fall2014,Mon Nov 03 2014 19:39:00 GMT-0800 (PST),,
88,FALSE,False,True,Segundo Ryerson,DV-01-000279,4th lounge ,Perfect,fall2014,Mon Nov 03 2014 19:40:00 GMT-0800 (PST),,
89,FALSE,False,True,Regan Campo,DV-01-000349,Study Lounge,Cold,fall2014,Mon Nov 03 2014 20:09:00 GMT-0800 (PST),,
90,FALSE,False,True,Segundo Gilmore,DV-01-000202,201,Cold,fall2014,Mon Nov 03 2014 17:41:00 GMT-0800 (PST),,
91,FALSE,False,True,Earth and Physical Sciences Building,DV-01-001762,2319,Chilly,fall2014,Mon Nov 03 2014 22:30:00 GMT-0800 (PST),,
92,FALSE,True,True,Shields Library,DV-01-000056,,Cold,fall2014,Mon Nov 03 2014 18:27:00 GMT-0800 (PST),,
93,FALSE,False,True,Haring Hall,DV-01-000098,1204,Hot,fall2014,Mon Nov 03 2014 17:32:00 GMT-0800 (PST),,
94,FALSE,False,True,Freeborn Hall,DV-01-000229,25,Chilly,fall2014,Tue Nov 04 2014 02:18:00 GMT-0800 (PST),,
95,FALSE,True,False,Kemper Hall,DV-01-001040,2160D,Cold,fall2014,Tue Nov 04 2014 07:21:00 GMT-0800 (PST),,
96,FALSE,True,False,Vet Med 3B,DV-01-001820,first floor west wing,Cold,fall2014,Tue Nov 04 2014 08:22:00 GMT-0800 (PST),,
97,FALSE,False,True,Student Community Center,DV-01-001828,IET room,Perfect,fall2014,Mon Nov 03 2014 16:47:00 GMT-0800 (PST),,
98,FALSE,False,True,Haring Hall,DV-01-000098,2205,Cold,fall2014,Tue Nov 04 2014 08:39:00 GMT-0800 (PST),,
99,FALSE,False,True,Hunt Hall,DV-01-000092,100,Cold,fall2014,Tue Nov 04 2014 09:16:00 GMT-0800 (PST),,
100,FALSE,True,True,Social Sciences & Humanities,DV-01-001066,1282,Cold,fall2014,Tue Nov 04 2014 09:33:00 GMT-0800 (PST),,
101,FALSE,False,True,Thoreau Hall,DV-01-000991,107,Cold,fall2014,Tue Nov 04 2014 09:41:00 GMT-0800 (PST),,
102,FALSE,False,True,Student Community Center,DV-01-001828,hall,Perfect,fall2014,Tue Nov 04 2014 09:35:00 GMT-0800 (PST),,
103,FALSE,False,True,Tercero Campbell,DV-01-001824,220A,Chilly,fall2014,Tue Nov 04 2014 07:49:00 GMT-0800 (PST),,
104,FALSE,False,True,Regan Nova,DV-01-000351,212A,Chilly,fall2014,Tue Nov 04 2014 10:23:00 GMT-0800 (PST),,
105,FALSE,False,True,Olson Hall,DV-01-000290,251,Cold,fall2014,Tue Nov 04 2014 09:41:00 GMT-0800 (PST),,
106,FALSE,False,True,Tercero 3 Bldg 6 - Mahogany,DV-01-001925,414,Cold,fall2014,Tue Nov 04 2014 11:09:00 GMT-0800 (PST),,
107,FALSE,False,True,Segundo Ryerson,DV-01-000279,209,Cold,fall2014,Tue Nov 04 2014 11:24:00 GMT-0800 (PST),,
108,FALSE,False,True,Shields Library,DV-01-000056,,Chilly,fall2014,Mon Nov 03 2014 22:38:00 GMT-0800 (PST),,
109,FALSE,True,True,Olson Hall,DV-01-000290,27,Perfect,fall2014,Tue Nov 04 2014 08:56:00 GMT-0800 (PST),,
110,FALSE,False,True,Memorial Union,DV-01-000152,334 Moss,Chilly,fall2014,Tue Nov 04 2014 11:37:00 GMT-0800 (PST),,
111,FALSE,True,True,Mrak Hall,DV-01-000442,12,Cold,fall2014,Tue Nov 04 2014 11:30:00 GMT-0800 (PST),,
112,FALSE,True,False,Vet Med 3B,DV-01-001820,First Floor West Wing,Chilly,fall2014,Tue Nov 04 2014 08:57:00 GMT-0800 (PST),,
113,FALSE,True,True,Hunt Hall,DV-01-000092,100,Cold,fall2014,Tue Nov 04 2014 10:38:00 GMT-0800 (PST),,
114,FALSE,True,False,Vet Med 3B,DV-01-001820,1028,Chilly,fall2014,Tue Nov 04 2014 08:58:00 GMT-0800 (PST),,
115,FALSE,False,True,Tercero Potter,DV-01-001825,121,Cold,fall2014,Tue Nov 04 2014 13:00:00 GMT-0800 (PST),,
116,FALSE,False,True,Giedt Hall,DV-01-001586,1002,Perfect,fall2014,Tue Nov 04 2014 12:16:00 GMT-0800 (PST),,
117,FALSE,True,False,Cruess Hall,DV-01-000133,127,Warm,fall2014,Tue Nov 04 2014 14:53:00 GMT-0800 (PST),,
118,FALSE,False,True,Young Hall,DV-01-000058,194,Chilly,fall2014,Tue Nov 04 2014 14:13:00 GMT-0800 (PST),,
119,FALSE,False,True,Laben Hall,DV-01-001571,305,Cold,fall2014,Tue Nov 04 2014 14:47:00 GMT-0800 (PST),,
120,FALSE,True,True,Hutchison Hall,DV-01-000287,152,Perfect,fall2014,Tue Nov 04 2014 14:51:00 GMT-0800 (PST),,
121,FALSE,False,True,Young Hall,DV-01-000058,198,Cold,fall2014,Tue Nov 04 2014 13:44:00 GMT-0800 (PST),,
122,FALSE,True,False,Art Building,DV-01-000451,125A,Perfect,fall2014,Tue Nov 04 2014 14:54:00 GMT-0800 (PST),,
123,FALSE,False,True,Regan Nova,DV-01-000351,202,Chilly,fall2014,Tue Nov 04 2014 15:16:00 GMT-0800 (PST),,
124,FALSE,False,True,Giedt Hall,DV-01-001586,1002,Chilly,fall2014,Tue Nov 04 2014 15:12:00 GMT-0800 (PST),,
125,FALSE,False,True,Olson Hall,DV-01-000290,27,Perfect,fall2014,Tue Nov 04 2014 15:20:00 GMT-0800 (PST),,
126,FALSE,False,True,Webster Hall,DV-01-000944,303,Cold,fall2014,Tue Nov 04 2014 14:19:00 GMT-0800 (PST),,
127,FALSE,True,True,Giedt Hall,DV-01-001586,1003,Perfect,fall2014,Tue Nov 04 2014 15:39:00 GMT-0800 (PST),,
128,FALSE,True,True,Olson Hall,DV-01-000290,,Perfect,fall2014,Tue Nov 04 2014 13:09:00 GMT-0800 (PST),,
129,FALSE,False,True,Giedt Hall,DV-01-001586,1003,Perfect,fall2014,Tue Nov 04 2014 15:36:00 GMT-0800 (PST),,
130,FALSE,False,True,Shields Library,DV-01-000056,floor 3,Cold,fall2014,Tue Nov 04 2014 16:04:00 GMT-0800 (PST),,
131,FALSE,True,False,Art Building,DV-01-000451,125,Hot,fall2014,Tue Nov 04 2014 14:54:00 GMT-0800 (PST),,
132,FALSE,False,True,Young Hall,DV-01-000058,198,Cold,fall2014,Tue Nov 04 2014 16:37:00 GMT-0800 (PST),,
133,FALSE,False,True,Shields Library,DV-01-000056,1st floor,Chilly,fall2014,Tue Nov 04 2014 16:07:00 GMT-0800 (PST),,
134,FALSE,False,True,Segundo Bixby,DV-01-000203,201,Cold,fall2014,Tue Nov 04 2014 18:49:00 GMT-0800 (PST),,
135,FALSE,False,True,Segundo Bixby,DV-01-000203,201A,Cold,fall2014,Tue Nov 04 2014 18:55:00 GMT-0800 (PST),,
136,TRUE,False,False,Hart Hall,DV-01-000023,3114,Hot,fall2014,Tue Nov 04 2014 19:34:00 GMT-0800 (PST),,
137,FALSE,True,True,Shields Library,DV-01-000056,4th Floor,Chilly,fall2014,Tue Nov 04 2014 17:14:00 GMT-0800 (PST),,
138,FALSE,False,True,Shields Library,DV-01-000056,,Perfect,fall2014,Tue Nov 04 2014 18:47:00 GMT-0800 (PST),,
139,FALSE,False,True,Regan Talara,DV-01-000352,312,Cold,fall2014,Tue Nov 04 2014 18:59:00 GMT-0800 (PST),,
140,FALSE,False,True,Segundo Malcolm,DV-01-000204,425,Hot,fall2014,Tue Nov 04 2014 20:22:00 GMT-0800 (PST),,
141,FALSE,False,True,Segundo Malcolm,DV-01-000204,425A,Warm,fall2014,Tue Nov 04 2014 20:22:00 GMT-0800 (PST),,
142,FALSE,False,True,Tercero 3 Bldg 1 - Pine,DV-01-001920,314,Perfect,fall2014,Tue Nov 04 2014 23:20:00 GMT-0800 (PST),,
143,FALSE,False,True,Bainer Hall,DV-01-000462,,Cold,fall2014,Tue Nov 04 2014 17:58:00 GMT-0800 (PST),,
144,FALSE,False,True,Segundo Malcolm,DV-01-000204,209,Cold,fall2014,Tue Nov 04 2014 18:13:00 GMT-0800 (PST),,
145,FALSE,False,True,Young Hall,DV-01-000058,198,Hot,fall2014,Tue Nov 04 2014 23:51:00 GMT-0800 (PST),,
146,FALSE,False,True,Tercero Wall,DV-01-001823,326A,Chilly,fall2014,Tue Nov 04 2014 17:28:00 GMT-0800 (PST),,
147,FALSE,False,True,Giedt Hall,DV-01-001586,1001,Perfect,fall2014,Tue Nov 04 2014 23:51:00 GMT-0800 (PST),,
148,FALSE,True,True,Haring Hall,DV-01-000098,2027,Hot,fall2014,Tue Nov 04 2014 23:56:00 GMT-0800 (PST),,
149,FALSE,True,True,Hunt Hall,DV-01-000092,100,Chilly,fall2014,Wed Nov 05 2014 02:05:00 GMT-0800 (PST),,
150,FALSE,False,True,Segundo North - Henry Alder Hall,DV-01-001562,434 Bathroom,Cold,fall2014,Wed Nov 05 2014 01:19:00 GMT-0800 (PST),,
151,FALSE,True,True,Wellman Hall,DV-01-000643,207,Cold,fall2014,Wed Nov 05 2014 02:05:00 GMT-0800 (PST),,
152,FALSE,True,False,Kemper Hall,DV-01-001040,2160d,Cold,fall2014,Wed Nov 05 2014 08:40:00 GMT-0800 (PST),,
153,FALSE,False,True,Valley Hall,DV-01-001581,1030,Cold,fall2014,Wed Nov 05 2014 09:31:00 GMT-0800 (PST),,
154,FALSE,False,True,Laben Hall,DV-01-001571,,Cold,fall2014,Wed Nov 05 2014 09:10:00 GMT-0800 (PST),,
155,FALSE,False,True,Wickson Hall,DV-01-000194,2003,Warm,fall2014,Wed Nov 05 2014 10:00:00 GMT-0800 (PST),,
156,FALSE,False,True,Social Sciences & Humanities,DV-01-001066,1100,Chilly,fall2014,Wed Nov 05 2014 08:38:00 GMT-0800 (PST),,
157,FALSE,True,True,Tercero 3 Bldg 2 - Scrub Oak,DV-01-001921,160,Chilly,fall2014,Wed Nov 05 2014 10:26:00 GMT-0800 (PST),,
158,FALSE,False,True,Segundo Malcolm,DV-01-000204,425,Perfect,fall2014,Tue Nov 04 2014 20:22:00 GMT-0800 (PST),,
159,FALSE,False,False,Sproul Hall,DV-01-000291,722,Chilly,fall2014,Tue Nov 04 2014 18:55:00 GMT-0800 (PST),,
160,FALSE,True,True,Student Community Center,DV-01-001828,Computer Lab,Hot,fall2014,Wed Nov 05 2014 11:05:00 GMT-0800 (PST),,
161,FALSE,True,True,Wellman Hall,DV-01-000643,106,Hot,fall2014,Wed Nov 05 2014 00:53:00 GMT-0800 (PST),,
162,FALSE,True,True,Hart Hall,DV-01-000023,,Perfect,fall2014,Wed Nov 05 2014 10:54:00 GMT-0800 (PST),,
163,FALSE,False,True,Meyer Hall,DV-01-000955,1330,Cold,fall2014,Wed Nov 05 2014 11:23:00 GMT-0800 (PST),,
164,FALSE,False,True,Haring Hall,DV-01-000098,,Cold,fall2014,Wed Nov 05 2014 11:31:00 GMT-0800 (PST),,
165,FALSE,False,True,Shields Library,DV-01-000056,4th Floor,Cold,fall2014,Wed Nov 05 2014 11:35:00 GMT-0800 (PST),,
166,FALSE,False,True,Art Building,DV-01-000451,,Cold,fall2014,Wed Nov 05 2014 11:31:00 GMT-0800 (PST),,
167,FALSE,False,True,Haring Hall,DV-01-000098,1227,Chilly,fall2014,Wed Nov 05 2014 12:44:00 GMT-0800 (PST),,
168,FALSE,False,True,Haring Hall,DV-01-000098,1204,Hot,fall2014,Wed Nov 05 2014 12:25:00 GMT-0800 (PST),,
169,FALSE,False,True,Emerson Hall,DV-01-000943,220,Cold,fall2014,Wed Nov 05 2014 13:13:00 GMT-0800 (PST),,
170,FALSE,False,True,Wellman Hall,DV-01-000643,105,Chilly,fall2014,Wed Nov 05 2014 13:34:00 GMT-0800 (PST),,
171,FALSE,False,True,Segundo Malcolm,DV-01-000204,324,Hot,fall2014,Wed Nov 05 2014 13:55:00 GMT-0800 (PST),,
172,FALSE,False,True,Segundo Malcolm,DV-01-000204,Floor 3,Hot,fall2014,Wed Nov 05 2014 13:55:00 GMT-0800 (PST),,
173,FALSE,False,True,Wellman Hall,DV-01-000643,146,Cold,fall2014,Wed Nov 05 2014 14:14:00 GMT-0800 (PST),,
174,FALSE,False,True,Kerr Hall,DV-01-000641,451,Chilly,fall2014,Wed Nov 05 2014 14:14:00 GMT-0800 (PST),,
175,FALSE,False,True,Memorial Union,DV-01-000152,,Chilly,fall2014,Wed Nov 05 2014 14:15:00 GMT-0800 (PST),,
176,FALSE,True,True,Wellman Hall,DV-01-000643,6,Warm,fall2014,Wed Nov 05 2014 14:18:00 GMT-0800 (PST),,
177,FALSE,False,True,Tercero Community,DV-01-000536,,Perfect,fall2014,Wed Nov 05 2014 14:28:00 GMT-0800 (PST),,
178,FALSE,False,True,Segundo Malcolm,DV-01-000204,425A,Hot,fall2014,Wed Nov 05 2014 14:29:00 GMT-0800 (PST),,
179,FALSE,True,True,Haring Hall,DV-01-000098,2205,Chilly,fall2014,Wed Nov 05 2014 13:52:00 GMT-0800 (PST),,
180,FALSE,True,True,Veihmeyer Hall,DV-01-000093,212,Warm,fall2014,Wed Nov 05 2014 13:21:00 GMT-0800 (PST),,
181,FALSE,False,True,Cruess Hall,DV-01-000133,107,Hot,fall2014,Wed Nov 05 2014 15:43:00 GMT-0800 (PST),,
182,FALSE,True,True,Wellman Hall,DV-01-000643,102,Warm,fall2014,Wed Nov 05 2014 16:05:00 GMT-0800 (PST),,
183,FALSE,False,True,Tercero Potter,DV-01-001825,117A,Chilly,fall2014,Wed Nov 05 2014 16:45:00 GMT-0800 (PST),,
184,FALSE,True,False,Rifle Range,DV-01-000158,CEFS cubicle,Perfect,fall2014,Wed Nov 05 2014 14:46:00 GMT-0800 (PST),,
185,FALSE,False,True,Student Community Center,DV-01-001828,,Warm,fall2014,Wed Nov 05 2014 15:44:00 GMT-0800 (PST),,
186,FALSE,False,True,Shields Library,DV-01-000056,3rd floor,Warm,fall2014,Wed Nov 05 2014 15:43:00 GMT-0800 (PST),,
187,FALSE,False,True,Segundo North - Henry Alder Hall,DV-01-001562,418A,Cold,fall2014,Wed Nov 05 2014 18:07:00 GMT-0800 (PST),,
188,FALSE,True,True,Young Hall,DV-01-000058,194,Cold,fall2014,Wed Nov 05 2014 16:53:00 GMT-0800 (PST),,
189,FALSE,False,True,Olson Hall,DV-01-000290,27,Chilly,fall2014,Wed Nov 05 2014 15:40:00 GMT-0800 (PST),,
190,FALSE,False,True,Segundo Gilmore,DV-01-000202,406,Perfect,fall2014,Wed Nov 05 2014 15:27:00 GMT-0800 (PST),,
191,FALSE,False,True,Segundo North - Henry Alder Hall,DV-01-001562,418 A,Cold,fall2014,Wed Nov 05 2014 18:06:00 GMT-0800 (PST),,
192,FALSE,False,True,Haring Hall,DV-01-000098,2205,Chilly,fall2014,Wed Nov 05 2014 19:06:00 GMT-0800 (PST),,
193,FALSE,True,True,Kemper Hall,DV-01-001040,Pretty much the whole building,Cold,fall2014,Wed Nov 05 2014 21:08:00 GMT-0800 (PST),,
194,FALSE,True,True,Earth and Physical Sciences Building,DV-01-001762,2307,Cold,fall2014,Wed Nov 05 2014 18:35:00 GMT-0800 (PST),,
195,FALSE,False,True,Segundo Ryerson,DV-01-000279,205,Chilly,fall2014,Wed Nov 05 2014 22:50:00 GMT-0800 (PST),,
